,Compound Score,Negative Score,Neutral Score,News Outlet,Positive Score,Tweet Text,Tweet Time,Tweets Ago
261,0.1779,0.0,0.928,CNN,0.072,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/cgXFVEx1o5,Sat Jul 14 04:31:00 +0000 2018,63
262,0.0,0.0,1.0,CNN,0.0,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/4V3kmwmrhL https://t.co/Uak1BlooYe,Sat Jul 14 04:16:05 +0000 2018,64
263,0.0,0.0,1.0,CNN,0.0,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/HCBw2jd5h8",Sat Jul 14 04:01:08 +0000 2018,65
264,0.5574,0.0,0.841,CNN,0.159,"Is there such a thing as going too far for a laugh? #HistoryOfComedy is back, and pushing boundaries further than e… https://t.co/TFgGf1hYqY",Sat Jul 14 03:44:09 +0000 2018,66
265,0.0,0.0,1.0,CNN,0.0,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/dYT6NIBJ4p",Sat Jul 14 03:37:14 +0000 2018,67
266,0.0,0.0,1.0,CNN,0.0,"Tomatoes and strawberries were disappearing for weeks from hanging baskets outside this family's house, but a secur… https://t.co/uqaam0yNAA",Sat Jul 14 03:31:04 +0000 2018,68
267,0.0,0.0,1.0,CNN,0.0,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/ZrRGUduQ40",Sat Jul 14 03:27:58 +0000 2018,69
268,0.0,0.0,1.0,CNN,0.0,Mysterious burns on teen's face caused by brush with toxic plant https://t.co/oHEvX9UAW9 https://t.co/bU0ztER1VM,Sat Jul 14 03:16:03 +0000 2018,70
269,0.5709,0.0,0.81,CNN,0.19,"RT @AC360: Hi, I'm @AndersonCooper. I am really excited about our new show on Facebook Watch called Full Circle, a program created for you,…",Sat Jul 14 03:14:15 +0000 2018,71
270,0.0,0.0,1.0,CNN,0.0,Roger Stone appears to be the unnamed individual in a new Russia probe indictment made public Friday who is describ… https://t.co/zeashgdqOn,Sat Jul 14 03:01:03 +0000 2018,72
271,-0.7003,0.225,0.775,CNN,0.0,The woman who was harassed by a man for wearing a Puerto Rico flag shirt wants the officer who ignored her pleas fo… https://t.co/JuErNNdBTT,Sat Jul 14 02:51:02 +0000 2018,73
272,-0.5574,0.187,0.813,CNN,0.0,"RT @AC360: Anderson Cooper: The ""witch hunt,"" as the President called it, has now yielded 191 charges against 32 individuals and 3 companie…",Sat Jul 14 02:31:56 +0000 2018,74
273,0.0,0.0,1.0,CNN,0.0,How will Trump deal with Putin in Helsinki? | By Michael Bociurkiw via @CNNOpinion https://t.co/8TvNaMjvxP https://t.co/5P7J59HZtl,Sat Jul 14 02:28:19 +0000 2018,75
274,0.0,0.0,1.0,CNN,0.0,6 takeaways from the indictment of Russians for DNC hacking https://t.co/YjtwLqHn5F https://t.co/nAryrG6hCZ,Sat Jul 14 02:27:07 +0000 2018,76
275,0.296,0.0,0.82,CNN,0.18,Apple is helping bring education to girls in Brazil https://t.co/iFGmNlvCNu https://t.co/yNYKe0uvdN,Sat Jul 14 02:24:13 +0000 2018,77
276,0.0,0.0,1.0,CNN,0.0,"Despite Russia election bombshell, the Trump-Putin show will go on | Analysis by CNN's @StCollinson… https://t.co/z05mQ9M8DT",Sat Jul 14 02:16:03 +0000 2018,78
277,0.0,0.0,1.0,CNN,0.0,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/TqPlHPG1b6",Sat Jul 14 02:15:12 +0000 2018,79
278,-0.9042,0.397,0.603,CNN,0.0,At least 128 people have died in a suicide attack in Pakistan that targeted the convoy of a political candidate in… https://t.co/n2w7kqnweP,Sat Jul 14 02:07:48 +0000 2018,80
279,-0.4767,0.14,0.86,CNN,0.0,Former Pakistani Prime Minister Nawaz Sharif and his daughter have been arrested and are being held in Islamabad af… https://t.co/w980YBz06B,Sat Jul 14 02:06:03 +0000 2018,81
280,0.4118,0.0,0.842,CNN,0.158,"The FDA for the first time has approved a drug to treat smallpox.

The disease was eradicated in the 1980s, but the… https://t.co/80tEjE75Yi",Sat Jul 14 02:01:04 +0000 2018,82
281,-0.5994,0.17,0.83,CNN,0.0,The death of a 16-year-old who was pinned and suffocated in his own minivan has prompted Cincinnati officials to im… https://t.co/l0xG9BFXxP,Sat Jul 14 01:51:06 +0000 2018,83
282,0.3818,0.0,0.843,CNN,0.157,The indictment of 12 Russians has stunning implications | By Harry Litman via @CNNOpinion https://t.co/6lbXQQ2RW5 https://t.co/ufwplUdzj8,Sat Jul 14 01:41:08 +0000 2018,84
283,0.0258,0.11,0.776,CNN,0.114,"RT @CuomoPrimeTime: .@ChrisCuomo: ""You can't read this indictment... and not face the reality that the United States was hacked, by Russia,…",Sat Jul 14 01:36:05 +0000 2018,85
284,0.0258,0.094,0.809,CNN,0.098,The US Food and Drug Administration is advising people to avoid eating fresh crab meat from Venezuela because of po… https://t.co/3PEVpUFyFO,Sat Jul 14 01:31:07 +0000 2018,86
285,0.34,0.0,0.893,CNN,0.107,Scarlett Johansson has opted to withdraw from a film in which she was set to play a transgender man after her casti… https://t.co/yd5SVHkmck,Sat Jul 14 01:21:04 +0000 2018,87
286,0.2023,0.0,0.917,CNN,0.083,"RT @AC360: .@JeffreyToobin: ""Today is actually a significant moment in American history. We've only had 45 presidents... now we know one of…",Sat Jul 14 01:12:02 +0000 2018,88
287,0.5034,0.0,0.847,CNN,0.153,"Seven in 10 registered voters say they're extremely or very interested in the November elections, a record high in… https://t.co/2bpEVzpV1e",Sat Jul 14 01:10:08 +0000 2018,89
288,0.5574,0.0,0.806,CNN,0.194,Republicans praise ex-FBI lawyer Lisa Page's testimony one day after the heated Peter Strzok hearing… https://t.co/9CWHzrApH9,Sat Jul 14 01:01:03 +0000 2018,90
289,0.0,0.0,1.0,CNN,0.0,"RT @OutFrontCNN: ""It's as if your neighbor came over, robbed your house, burned it down, and then next day you go have a meal with him at t…",Sat Jul 14 01:00:20 +0000 2018,91
290,-0.7269,0.225,0.775,CNN,0.0,"RT @AC360: Journalist @carlbernstein on Russian indictments: ""This was an act of war by the Russians. An act of cyber warfare to undermine…",Sat Jul 14 01:00:10 +0000 2018,92
291,0.0,0.0,1.0,CNN,0.0,Former CIA Director Michael Hayden said he anticipates many more indictments -- including those of Americans -- to… https://t.co/eO4QMTijWa,Sat Jul 14 00:54:14 +0000 2018,93
292,-0.5106,0.136,0.864,CNN,0.0,RT @AC360: Former Hillary Clinton campaign manager @RobbyMook on the indictment of 12 Russians for the DNC hacking: “It’s disturbing that t…,Sat Jul 14 00:43:39 +0000 2018,94
293,0.0,0.0,1.0,CNN,0.0,"RT @OutFrontCNN: ""I find the release of this indictment today as very selective, and I think it's somewhat inappropriate considering that t…",Sat Jul 14 00:43:14 +0000 2018,95
294,-0.4404,0.187,0.813,CNN,0.0,Tens of thousands of protesters gathered in London to protest President Donald Trump's visit. Here's a look at the… https://t.co/OSPQapCEvh,Sat Jul 14 00:39:14 +0000 2018,96
295,0.0,0.0,1.0,CNN,0.0,A 6-year-old girl whose tearful pleas to immigration officers were heard across the country in an audio recording h… https://t.co/hk9AE3rhLf,Sat Jul 14 00:32:18 +0000 2018,97
296,-0.4404,0.146,0.854,CNN,0.0,"In case a shark ever attacks, here are some tips to keep you from becoming a snack https://t.co/oIDBTidb3i via… https://t.co/99huW4X7vx",Sat Jul 14 00:21:06 +0000 2018,98
297,0.0,0.0,1.0,CNN,0.0,"More than 2,500 children could need to be reunited with their parents in the next two weeks after officials separat… https://t.co/QlRys106lo",Sat Jul 14 00:10:06 +0000 2018,99
298,0.0,0.0,1.0,CNN,0.0,The FDA joins 22 countries' recall of a common heart drug https://t.co/iGgF80fcqM https://t.co/ClFztyulfn,Sat Jul 14 00:01:07 +0000 2018,100
299,-0.6369,0.302,0.698,Fox News,0.0,Florida man warns about saltwater poisoning after dog dies days after beach trip https://t.co/BZqLVmwPFq,Sat Jul 14 23:11:04 +0000 2018,1
300,0.4939,0.083,0.744,Fox News,0.174,"Benham Ben Taleblu: ""@POTUS hit it perfectly when he was talking about the German contradiction which is, here's a… https://t.co/bzLoljROdL",Sat Jul 14 22:58:41 +0000 2018,2
301,-0.4019,0.162,0.838,Fox News,0.0,Trump blames Obama administration after Russia indictments: 'Why didn't they do something about it?' https://t.co/iVUSyCFRb2,Sat Jul 14 22:50:45 +0000 2018,3
302,0.0,0.0,1.0,Fox News,0.0,".@JohnGaramendi on Trump, Putin meeting: ""I think the meeting should take place because it is a necessity for… https://t.co/CCCbl2cHdd",Sat Jul 14 22:38:01 +0000 2018,4
303,0.0,0.0,1.0,Fox News,0.0,Fox News Poll: Should President Trump meet with Russian President Vladimir Putin. https://t.co/C9RQuNcjli,Sat Jul 14 22:30:03 +0000 2018,5
304,0.2023,0.095,0.776,Fox News,0.129,Woman wanted for grand theft goes missing after her husband dies with lethal levels of Benadryl in his system https://t.co/srGoRMsUuT,Sat Jul 14 22:25:16 +0000 2018,6
305,0.4767,0.099,0.662,Fox News,0.238,Ken Starr on Supreme Court Nominee Kavanaugh: He 'Deserves Confirmation Overwhelmingly' https://t.co/5ZaQKKYYY2,Sat Jul 14 22:19:37 +0000 2018,7
306,-0.4939,0.296,0.704,Fox News,0.0,Haitian prime minister resigns after widespread protests over fuel price hike https://t.co/W70RwW7QJN,Sat Jul 14 22:09:26 +0000 2018,8
307,0.6486,0.0,0.725,Fox News,0.275,Mom of Waffle House shooting survivor gets wedding dress for waitress who saved son's life https://t.co/2YzczpVmzP,Sat Jul 14 21:57:34 +0000 2018,9
308,0.128,0.0,0.919,Fox News,0.081,MONDAY: Chris Wallace sits down for an exclusive interview with Russian President Vladimir Putin following the summ… https://t.co/li0ZrixvsG,Sat Jul 14 21:49:00 +0000 2018,10
309,-0.1689,0.07,0.93,Fox News,0.0,OPINION: We need to hear more about anti-Trump bias by the FBI and Mueller's team -- House hearing must not be the… https://t.co/beDMTGG0u6,Sat Jul 14 21:38:17 +0000 2018,11
310,0.4939,0.0,0.814,Fox News,0.186,"New York boy, 3, sings national anthem at baseball game in adorable video #ProudAmerican  https://t.co/juLD2qOhoA",Sat Jul 14 21:32:00 +0000 2018,12
311,0.0,0.0,1.0,Fox News,0.0,'Papa John' Schnatter claims he was ‘pushed’ to use n-word https://t.co/exI8jVHsEN,Sat Jul 14 21:26:59 +0000 2018,13
312,0.25,0.0,0.833,Fox News,0.167,Defense Sec. James Mattis met with Balkan defense chiefs ahead of the Russia summit; @JenGriffinFNC reports. https://t.co/LFPkh5kWIm,Sat Jul 14 21:21:55 +0000 2018,14
313,0.5719,0.0,0.709,Fox News,0.291,Mixed emotions in Balkans over Croatia's World Cup success https://t.co/HjViF2RVQ6,Sat Jul 14 21:18:52 +0000 2018,15
314,0.4767,0.093,0.683,Fox News,0.224,Ken Starr on Supreme Court Nominee Kavanaugh: He 'Deserves Confirmation Overwhelmingly' https://t.co/NqY8Z6wP2V https://t.co/qL9H1wT4BB,Sat Jul 14 21:15:21 +0000 2018,16
315,0.0,0.0,1.0,Fox News,0.0,President @realDonaldTrump and Russian President Vladimir Putin will meet in Helsinki on Monday; @kevincorke report… https://t.co/7pmrHY6uxs,Sat Jul 14 21:13:15 +0000 2018,17
316,0.25,0.148,0.625,Fox News,0.227,Trump supporters turn out in London a day after protests https://t.co/ntCJCB9Rhc,Sat Jul 14 21:11:20 +0000 2018,18
317,0.0,0.0,1.0,Fox News,0.0,"Waves caused by high tide envelops a man standing outside his house near the Arabian Sea in Mumbai, India. The man… https://t.co/fSEsyTkyy2",Sat Jul 14 21:05:30 +0000 2018,19
318,0.0,0.0,1.0,Fox News,0.0,"RT @EricShawnTV: We're on! One hour down, two to go @FoxNews. The @POTUS @realDonaldTrump and Vladimir Putin meeting. How should Putin be p…",Sat Jul 14 21:02:18 +0000 2018,20
319,0.0,0.0,1.0,Fox News,0.0,"On an all-new 'OBJECTified,' @KrisJenner sits down with @harveylevintmz to discuss her journey – and the events tha… https://t.co/H9ZQ9mTEMg",Sat Jul 14 21:00:00 +0000 2018,21
320,-0.7271,0.276,0.724,Fox News,0.0,".@RepDeSantis: “I think Strzok’s testimony really left a lot of American frustrated because he was not honest, not… https://t.co/ri0TqkQc2r",Sat Jul 14 20:58:19 +0000 2018,22
321,0.5574,0.0,0.765,Fox News,0.235,"Dan Springer: ""The Trump administration is making significant progress in reuniting immigrant children with their p… https://t.co/JLGQqd1OA9",Sat Jul 14 20:56:48 +0000 2018,23
322,0.1298,0.088,0.803,Fox News,0.108,".@HillaryClinton: ""I believe with all my heart that the test of any society is how we treat the most vulnerable amo… https://t.co/APZNWcuFNP",Sat Jul 14 20:43:42 +0000 2018,24
323,0.0,0.0,1.0,Fox News,0.0,"Following former FBI lawyer Lisa Page's closed-door session with lawmakers, @RepMarkMeadows said he believes Page i… https://t.co/4KJEwfbBGs",Sat Jul 14 20:36:46 +0000 2018,25
324,0.4588,0.0,0.789,Fox News,0.211,"Indiana patrol officer rescues, later adopts dog after finding it shot in face, covered in bleach https://t.co/SIK1oFjt6j",Sat Jul 14 20:35:54 +0000 2018,26
325,0.4019,0.0,0.847,Fox News,0.153,".@GillianHTurner: ""In a new 29-page indictment the DOJ released [Friday] the Russia special counsel draws a direct… https://t.co/Ewncn11fvB",Sat Jul 14 20:15:40 +0000 2018,27
326,0.25,0.148,0.625,Fox News,0.227,Trump supporters turn out in London a day after protests https://t.co/pUAsSbIZ9r,Sat Jul 14 20:08:35 +0000 2018,28
327,0.7184,0.0,0.636,Fox News,0.364,Taylor Swift jokes she's 'third wheel' after fan proposes to girlfriend in front of surprised pop star https://t.co/ZpbfI2962I,Sat Jul 14 20:03:55 +0000 2018,29
328,0.0,0.0,1.0,Fox News,0.0,".@KimStrassel: ""If the American people are to have a prayer of ever finding out what the FBI did in 2016 with regar… https://t.co/A2xoHPWUp0",Sat Jul 14 19:51:58 +0000 2018,30
329,0.1779,0.124,0.718,Fox News,0.158,".@marykissel on Vladimir Putin: ""How can you trust him when he's embarrassing President @realDonaldTrump in Syria,… https://t.co/gYfY77B6Wa",Sat Jul 14 19:45:06 +0000 2018,31
330,0.5556,0.0,0.685,Fox News,0.315,"Swing-vote senators signal potential support for Kavanaugh, despite well-funded left-wing pressure https://t.co/FFdEqRZhtC",Sat Jul 14 19:44:06 +0000 2018,32
331,0.0,0.0,1.0,Fox News,0.0,".@marykissel on Trump, Putin summit: ""I think @realDonaldTrump just wants to get along, frankly. And I think he'd l… https://t.co/GuZr6sQPaN",Sat Jul 14 19:34:28 +0000 2018,33
332,-0.6597,0.453,0.291,Fox News,0.256,'CSI' episode helps Florida police solve a fake murder https://t.co/Ykwc1Nz5UK,Sat Jul 14 19:29:13 +0000 2018,34
333,0.0,0.0,1.0,Fox News,0.0,".@wjmcgurn on Brett Kavanaugh: ""He's not the kind of guy who wants to be a celebrity judge that Anthony Kennedy enj… https://t.co/4tYIoEmAsa",Sat Jul 14 19:21:15 +0000 2018,35
334,-0.743,0.283,0.717,Fox News,0.0,OPINION: A Purple Heart for disgraced FBI agent Strzok? The very suggestion is an insult to the military https://t.co/6YoHkTbooI,Sat Jul 14 19:06:57 +0000 2018,36
335,0.0,0.0,1.0,Fox News,0.0,".@esaagar on Lisa Page testimony: ""She is willing to talk about more of the details of the origination of the Trump… https://t.co/zs6IHbe8rd",Sat Jul 14 19:03:36 +0000 2018,37
336,0.0,0.0,1.0,Fox News,0.0,".@esaagar on Lisa Page testimony: ""We are going to learn more especially if she is willing to speak publicly before… https://t.co/RJ5IpzmxrR",Sat Jul 14 19:00:32 +0000 2018,38
337,0.7845,0.0,0.743,Fox News,0.257,".@RepMarkMeadows: ""I can tell you Lisa Page is a very credible witness. She's doing her best to help us find the tr… https://t.co/b9ov1aDUnE",Sat Jul 14 18:52:22 +0000 2018,39
338,0.4574,0.0,0.85,Fox News,0.15,RT @EricShawnTV: A special 3 hour Saturday! I anchor starting at 4 pm EDT @FoxNews with @ArthelNeville. The #RussianHacking. What should @P…,Sat Jul 14 18:50:59 +0000 2018,40
339,0.25,0.0,0.88,Fox News,0.12,"Alina Polyakova: ""Putin is going to want to have an olive branch that he can extend to @POTUS to say, 'look I'm a t… https://t.co/hkwcWuI7hh",Sat Jul 14 18:45:11 +0000 2018,41
340,0.0,0.0,1.0,Fox News,0.0,"Alina Polyakova on Trump-Putin summit: ""[@POTUS] holds all the cards ahead of this meeting."" https://t.co/xdNPTqUqPM https://t.co/ZZ6sAq3RU2",Sat Jul 14 18:41:52 +0000 2018,42
341,0.0,0.0,1.0,Fox News,0.0,Fox News Poll: Robert Mueller's investigation of the Trump campaign and Russia. https://t.co/t6USAF0GQR,Sat Jul 14 18:36:29 +0000 2018,43
342,0.0,0.0,1.0,Fox News,0.0,"Whitney Boan: ""We have this indictment, and that doesn't mean that this is the last indictment."" https://t.co/JKYhIynNDL",Sat Jul 14 18:35:16 +0000 2018,44
343,-0.3182,0.119,0.881,Fox News,0.0,Serena Williams loses to Angelique Kerber in Wimbledon final; dedicates performance to 'all the moms out there' https://t.co/IF6eJoQwAY,Sat Jul 14 18:28:01 +0000 2018,45
344,0.2263,0.0,0.863,Fox News,0.137,Virtual reality developers aim to spark tech boom in the Deep South https://t.co/kGNnSFQqge,Sat Jul 14 18:10:04 +0000 2018,46
345,0.0,0.0,1.0,Fox News,0.0,".@kevincorke: ""A bit of breaking news - Fox News can confirm that @POTUS and President Vladimir Putin will conduct… https://t.co/bElJ5ZYF8Y",Sat Jul 14 18:05:39 +0000 2018,47
346,-0.2244,0.106,0.894,Fox News,0.0,TONIGHT: Don’t miss “Fox Report with Jon Scott” at 7p ET on Fox News Channel! @JonScottFNC https://t.co/cv5d2FWMxo,Sat Jul 14 18:00:00 +0000 2018,48
347,-0.6369,0.318,0.682,Fox News,0.0,Minnesota authorities investigating after teen fatally shot by deputies https://t.co/X3ti1h2Igh,Sat Jul 14 17:59:50 +0000 2018,49
348,-0.1027,0.085,0.915,Fox News,0.0,".@RepAndyBiggsAZ: ""Here's a guy with literally hundreds - maybe thousands - of text messages showing bias, and he's… https://t.co/FOAFhPkPIP",Sat Jul 14 17:55:00 +0000 2018,50
349,0.0,0.0,1.0,Fox News,0.0,"Ed Rollins on Trump/Putin summit: ""This is going to be a test of wills."" https://t.co/1yypK7TIPS",Sat Jul 14 17:48:00 +0000 2018,51
350,-0.296,0.196,0.804,Fox News,0.0,".@HeatherZuma: ""@POTUS's tax cuts are really fueling this economy."" https://t.co/Xh2Tn9TslR",Sat Jul 14 17:36:00 +0000 2018,52
351,0.0,0.0,1.0,Fox News,0.0,"In an interview on @foxandfriends, Democratic Congressman @RepTimRyan discussed his economic philosophy.… https://t.co/ThHI2JQ2uO",Sat Jul 14 17:30:00 +0000 2018,53
352,0.5994,0.0,0.738,Fox News,0.262,'Super Judgmental': @RepTimRyan Reacts to @NancyPelosi's Remark That He Is 'Inconsequential' https://t.co/OGOZgSryKu,Sat Jul 14 17:27:55 +0000 2018,54
353,0.6801,0.0,0.752,Fox News,0.248,".@RepDanKildee: ""Obviously, in retrospect, we all wish that there would've been much firmer and more bold action ag… https://t.co/JuLJHChChh",Sat Jul 14 17:23:00 +0000 2018,55
354,0.0,0.0,1.0,Fox News,0.0,".@gen_jackkeane: ""The NATO summit [was] largely successful."" https://t.co/EzYv3tZGUO",Sat Jul 14 17:18:00 +0000 2018,56
355,-0.4939,0.204,0.694,Fox News,0.102,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/1gXPSkV1WM",Sat Jul 14 17:16:09 +0000 2018,57
356,0.5267,0.0,0.825,Fox News,0.175,"'A Step in the Right Direction': @GiannoCaldwell Praises Trump DOJ After 1955 Emmett Till Case Reopened
https://t.co/LPzMLzaemb",Sat Jul 14 17:08:03 +0000 2018,58
357,0.5267,0.0,0.793,Fox News,0.207,"On ""Cavuto Live,"" @SenMikeLee slammed @HillaryClinton for her comments about Justice Brett Kavanaugh.… https://t.co/xOIYX4MvDy",Sat Jul 14 17:00:00 +0000 2018,59
358,0.128,0.1,0.776,Fox News,0.123,".@AlanDersh: ""There's no need for a special counsel to do the kind of investigation that led to this indictment.""… https://t.co/eXoogAkQj3",Sat Jul 14 16:49:00 +0000 2018,60
359,0.128,0.0,0.889,Fox News,0.111,Chris Wallace Announces Exclusive Interview With Vladimir Putin Monday After Trump Summit https://t.co/X4a3okDE8C,Sat Jul 14 16:47:55 +0000 2018,61
360,-0.0258,0.102,0.802,Fox News,0.096,"President @realDonaldTrump waves to protesters while playing golf at Turnberry golf club, in Scotland. A dozen demo… https://t.co/Q6ZyxoAApR",Sat Jul 14 16:45:03 +0000 2018,62
361,0.0,0.0,1.0,Fox News,0.0,"A newborn giraffe born at wildlife conservation center The Wilds in Cumberland, Ohio, was caught on camera attempti… https://t.co/Kc6xlMJJb1",Sat Jul 14 16:36:15 +0000 2018,63
362,-0.1027,0.104,0.811,Fox News,0.086,"JUST IN: Serena Williams loses in straight sets to Angelique Kerber in Wimbledon final, just 10 months after giving… https://t.co/f1mmnd8uOq",Sat Jul 14 16:31:28 +0000 2018,64
363,0.0,0.0,1.0,Fox News,0.0,.@RepDeSantis Blasts Strzok After House Hearing: 'Why Is He Still Getting a Paycheck?' https://t.co/6DCqTk5WIH https://t.co/cGIRNG7fUY,Sat Jul 14 16:30:54 +0000 2018,65
364,0.5574,0.0,0.816,Fox News,0.184,"In a speech yesterday, @HillaryClinton called the Supreme Court nomination of Brett Kavanaugh an obvious attempt to… https://t.co/UZIWX70jab",Sat Jul 14 16:29:00 +0000 2018,66
365,0.0,0.0,1.0,Fox News,0.0,Fox News Poll: @POTUS on Russia. https://t.co/GaVfBoFoPR,Sat Jul 14 16:22:40 +0000 2018,67
366,0.0,0.0,1.0,Fox News,0.0,"Billy Bush's wife, Sydney Davis, files for divorce after nearly 20 years of marriage: report https://t.co/QM3fisBQAk",Sat Jul 14 16:19:02 +0000 2018,68
367,0.5574,0.0,0.783,Fox News,0.217,Fox News Poll: Would you vote to confirm Supreme Court nominee Brett Kavanaugh? https://t.co/L4A8HTQMsL,Sat Jul 14 16:16:00 +0000 2018,69
368,-0.2263,0.128,0.872,Fox News,0.0,WATCH: Protesters Yell 'Shame' at Ivanka Trump as She Attends Roundtable in NY https://t.co/RLPws7eJ9q,Sat Jul 14 16:09:08 +0000 2018,70
369,0.3595,0.081,0.762,Fox News,0.157,"Ahead of the Trump-Putin summit, don’t miss a powerful @FoxNewsSunday from Helsinki! Check your local listings and… https://t.co/FCkpl3Dau3",Sat Jul 14 16:01:00 +0000 2018,71
370,0.0,0.0,1.0,Fox News,0.0,"On an all-new 'OBJECTified,' @KrisJenner sits down with @harveylevintmz to discuss her journey – and the events tha… https://t.co/29Cbi5M5s5",Sat Jul 14 15:45:00 +0000 2018,72
371,0.7845,0.0,0.653,Fox News,0.347,"Ken Starr: ""Brett Kavanaugh is truly an outstanding candidate who deserves confirmation overwhelmingly."" #Cavuto https://t.co/4QeSGxehkj",Sat Jul 14 15:43:34 +0000 2018,73
372,0.0,0.0,1.0,Fox News,0.0,"'Organized Cruelty’: @HillaryClinton Blasts Trump Administration for 'Trying to Rip the Heart Out of America'
https://t.co/18eXz2MkhV",Sat Jul 14 15:38:11 +0000 2018,74
373,0.4404,0.0,0.847,Fox News,0.153,"""I... predict we'll end up with every Republican supporting Judge Kavanaugh's confirmation. I also think we'll end… https://t.co/H3LWzYMPcj",Sat Jul 14 15:25:15 +0000 2018,75
374,0.4215,0.0,0.877,Fox News,0.123,"French Alphajets of the Patrouille de France fly over the Champs Elysees avenue, with the Arc de Triomphe in backgr… https://t.co/aS3GYNzDhI",Sat Jul 14 15:20:23 +0000 2018,76
375,0.0,0.0,1.0,Fox News,0.0,"Former Assistant Sec. of State Robert Charles: ""This president's been in office 570 days and it's a little bit odd… https://t.co/lHmCXzuvP5",Sat Jul 14 15:15:19 +0000 2018,77
376,-0.34,0.156,0.844,Fox News,0.0,"Georgia cops use coin flip to decide whether to arrest woman, video shows https://t.co/6UBiMTcDno",Sat Jul 14 15:09:18 +0000 2018,78
377,0.5423,0.0,0.8,Fox News,0.2,".@SenMikeLee: ""This judge is going to be confirmed and he's going to be Justice Kavanaugh within a matter of months… https://t.co/7GECjzWhGM",Sat Jul 14 14:59:00 +0000 2018,79
378,0.5859,0.0,0.743,Fox News,0.257,".@SenMikeLee: ""Of course I was honored to be considered"" for SCOTUS. #Cavuto https://t.co/nYULvrgJI8",Sat Jul 14 14:52:41 +0000 2018,80
379,-0.2263,0.178,0.685,Fox News,0.137,".@SenMikeLee on @HillaryClinton running for president: ""I welcome that. Look, she was a disastrous candidate for th… https://t.co/Afdu7qg5SS",Sat Jul 14 14:45:41 +0000 2018,81
380,0.0,0.0,1.0,Fox News,0.0,"Fmr. Attorney General Michael Mukasey: ""If the point is to rain on @POTUS's parade and Mr. Putin's parade, that may… https://t.co/DTKigIlJDI",Sat Jul 14 14:45:00 +0000 2018,82
381,0.128,0.0,0.914,Fox News,0.086,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/DEXDGMkKF9,Sat Jul 14 14:44:19 +0000 2018,83
382,-0.4767,0.147,0.853,Fox News,0.0,".@SenMikeLee: ""I think Sec. Clinton should be ashamed of those comments and I call upon her to rescind them.""… https://t.co/EtHOv2Ah3T",Sat Jul 14 14:41:45 +0000 2018,84
383,0.4404,0.0,0.838,Fox News,0.162,".@SenMikeLee: ""I... predict we'll end up with every Republican supporting Judge Kavanaugh's confirmation. I also th… https://t.co/Iy7kVy0ecQ",Sat Jul 14 14:41:03 +0000 2018,85
384,0.2755,0.0,0.905,Fox News,0.095,".@SenMikeLee on Mueller probe: ""I don't call it a witch hunt. I call it an investigation. But I also call it an inv… https://t.co/zdiiFjh7xB",Sat Jul 14 14:38:23 +0000 2018,86
385,0.0,0.0,1.0,Fox News,0.0,".@SenMikeLee: ""We've known for decades that the Russians try to meddle in U.S. elections. What changed in 2016 is t… https://t.co/8OL3LC6JU5",Sat Jul 14 14:36:37 +0000 2018,87
386,-0.5277,0.253,0.747,Fox News,0.0,".@SenMikeLee on Trump/Putin meeting: ""I don't see any good reason to cancel it."" #Cavuto https://t.co/vvjuF6jYcM",Sat Jul 14 14:35:26 +0000 2018,88
387,0.2023,0.095,0.776,Fox News,0.129,Woman wanted for grand theft goes missing after her husband dies with lethal levels of Benadryl in his system https://t.co/PmMMslo3Bd,Sat Jul 14 14:30:36 +0000 2018,89
388,-0.5267,0.216,0.784,Fox News,0.0,".@DanGeltrude: ""The substance is lower taxes, lower regulations - that has been fueling the market for awhile now.""… https://t.co/asfJvR5U8k",Sat Jul 14 14:21:00 +0000 2018,90
389,0.0,0.0,1.0,Fox News,0.0,.@POTUS in Scotland ahead of meeting with Russian President Putin; @kevincorke reports. #Cavuto https://t.co/T8g8ISYK2m,Sat Jul 14 14:14:48 +0000 2018,91
390,0.1298,0.088,0.803,Fox News,0.108,".@HillaryClinton: ""I believe with all my heart that the test of any society is how we treat the most vulnerable amo… https://t.co/BtqOWIZgFb",Sat Jul 14 14:08:41 +0000 2018,92
391,-0.872,0.438,0.562,Fox News,0.0,"Critics slam 'embarrassing' Mayor Sadiq Khan for feuding with Trump while London faces rising crime, knife deaths https://t.co/CKgbGKbJNu",Sat Jul 14 14:03:41 +0000 2018,93
392,0.128,0.088,0.803,Fox News,0.108,".@RepTimRyan: ""The country wants us to stop being divided. We need to put forth an agenda that can help people get… https://t.co/zeMwkQkJUa",Sat Jul 14 13:56:11 +0000 2018,94
